row_id,season,episode,speaker,task,label,suggested_label,self_confidence,suggested_confidence,confidence_margin,text,feature_text,needs_review
1852,2,23,House,emotion,diğer,umut,0.023909321801436432,0.3437685483203991,0.31985922651896265,"Leona 13 yaşındakinden daha koyu. Melanininde demir birikintileri var,"" tıpkı büyükbabasında olduğu gibi. Demir miktarını hesaplamak için SQUID incelemesi yapın ve onu Deferoksamin ile tedavi edin","[SPEAKER=House] [SYMPTOM=Hiperpigmentasyon] [TEST=Görsel Kontrol] [DRUG=Deferoksamin] [PROCEDURE=SQUID Sınavı] [ORGAN=hemokromatozis] [PREV=Karaciğeri iflas ediyor. Karaciğer biyopsisi yapmalıyız. || Akortsuz dediği nota aslında akortlu. İşitsel algısı bozuk.] [TEXT=Leona 13 yaşındakinden daha koyu. Melanininde demir birikintileri var,"" tıpkı büyükbabasında olduğu gibi. Demir miktarını hesaplamak için SQUID incelemesi yapın ve onu Deferoksamin ile tedavi edin]",True
3172,4,9,House,emotion,umut,ciddi,0.024024733570205264,0.6306300950178014,0.6066053614475961,Nörolojik bir semptom olmadan biyopsi yapmıyorsun; eğer haklıysam virüs beyninde.,"[SPEAKER=House] [SYMPTOM=Nörolojik semptom] [TEST=Biyopsi] [DRUG=-] [PROCEDURE=Biyopsi] [ORGAN=beyin] [PREV=Ağır metal zehirlenmesi için dimerkaprol başlayın. || Hastanın immün sistemi yıllar boyu uyuşturucu kullanmaya bağlı mahvolmuş,"" ateş ve döküntüye karşı oluşan erken markerlar bir uyuşturucu bağımlısında kaybolmuş olabilir.] [TEXT=Nörolojik bir semptom olmadan biyopsi yapmıyorsun; eğer haklıysam virüs beyninde.]",True
6980,8,1,House,emotion,diğer,nötr,0.024213555851555723,0.3727061896937221,0.3484926338421664,"Şu an yoksunluk çekiyorum,"" günde bir Vicodin ile idare etmeye çalışıyorum.","[SPEAKER=House] [SYMPTOM=yoksunluk] [DRUG=Vicodin] [PREV=Ona prednizon başladığında döküntüleri düzelecek. || Günde altı Vicodin almam gerekirken şu an dörde düştü.] [TEXT=Şu an yoksunluk çekiyorum,"" günde bir Vicodin ile idare etmeye çalışıyorum.]",True
3185,4,10,House,emotion,diğer,umut,0.02485144434748002,0.5445858427330892,0.5197343983856092,Cinsel yolla bulaşan hastalıklar riskli seksteki tek risk değildir.,[SPEAKER=House] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=Maggie zaten birden çok seks partneri olduğunu itiraf etti. || Zaten bu yüzden test uyguladık ve ondaki belirtilere frengi veya diğer cinsel yolla bulaşan hastalığın neden olmadığına karar verdik.] [TEXT=Cinsel yolla bulaşan hastalıklar riskli seksteki tek risk değildir.],True
3232,4,11,House,emotion,diğer,umut,0.024895671699333412,0.4323403059562959,0.4074446342569625,"Orada apandisit olduysa apandisti patlar ve ölür,"" bu konuda yapabileceğimiz bir şey yok.","[SPEAKER=House] [SYMPTOM=Apandisit rüptürü] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=apandis] [PREV=Kan akışı iyi görünüyor,"" ayağının düzelecektir. || Apandisit veya safra taşı olabilir,"" ya da böbrek taşı.] [TEXT=Orada apandisit olduysa apandisti patlar ve ölür,"" bu konuda yapabileceğimiz bir şey yok.]",True
2990,4,6,Foreman,emotion,diğer,kaygı,0.024916393346763346,0.32564972518506585,0.30073333183830253,"[{""""""""text"""""""":""""""""Miller-Fisher"""""""""","" """"""""type"""""""":""""""""Disease""""""""}"","" {""""""""text"""""""":""""""""solunum yetmezliğine"""""""""","" """"""""type"""""""":""""""""Disease""""""""}"","" {""""""""text"""""""":""""""""plazmafereze"""""""""","" """"""""type"""""""":""""""""Procedure""""""""}]""""","[SPEAKER=Foreman] [SYMPTOM=Miller-Fisher, solunum yetmezliği] [DRUG=plazmaferez] [PROCEDURE=açıklama] [ORGAN=talyum zehirlenmesi] [PREV=Arefleksi,"" Miller-Fisher anlamına gelebilir. || Az önce bir nöbet daha geçirdi. Ve şimdi dikey nistagmus gelişiyor.] [TEXT=[{""""""""text"""""""":""""""""Miller-Fisher"""""""""","" """"""""type"""""""":""""""""Disease""""""""}"","" {""""""""text"""""""":""""""""solunum yetmezliğine"""""""""","" """"""""type"""""""":""""""""Disease""""""""}"","" {""""""""text"""""""":""""""""plazmafereze"""""""""","" """"""""type"""""""":""""""""Procedure""""""""}]""""]",True
6015,7,4,Chase,emotion,öfke,kaygı,0.025205942365362433,0.24316703405800566,0.21796109169264322,Hala halüsinasyon görüyor.,[SPEAKER=Chase] [SYMPTOM=halüsinasyon] [PREV=Sıtma. Dang humması. || Tamamen yanılıyorsun. Haloperidol ve Lorazepam'a başlayın. Etki etmesi için birkaç saat verin.] [TEXT=Hala halüsinasyon görüyor.],True
5185,6,10,Dr. House,emotion,diğer,öfke,0.025318896323790963,0.7876272381618331,0.7623083418380422,Dün akşamki V/Q taramasında pulmoner anevrizma görüldü.,"[SPEAKER=Dr. House] [SYMPTOM=-] [TEST=Tarama] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=Eminim karaciğeri iflas edip,"" gelen sarhoşlar daha çoktur. || Alıcılar işitme sinirinin elektrik aktivitesini ölçecek.] [TEXT=Dün akşamki V/Q taramasında pulmoner anevrizma görüldü.]",True
5198,6,10,Dr. Cuddy,emotion,nötr,diğer,0.026506591271038528,0.48916209279630785,0.4626555015252693,Biz de onu hasta edenin ne olduğunu bulacağız.,[SPEAKER=Dr. Cuddy] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=Kanamayı durdurmak için embolizasyon uyguladım. || ...göz önünde bulundurmaktan mutluluk duyarım.] [TEXT=Biz de onu hasta edenin ne olduğunu bulacağız.],True
1245,2,5,Cameron,emotion,öfke,nötr,0.027076343196357933,0.5378151284490017,0.5107387852526437,Toksikoloji taraması yaptım!,"[SPEAKER=Cameron] [TEST=toksikoloji taraması] [PREV=MS düşük akyuvar sayımını açıklamaz. || Alkolizm açıklar. Hastaneye yatışında kan alkol seviyesi 2.0'dı,"" karaciğer enzimleri tavan yapmıştı.] [TEXT=Toksikoloji taraması yaptım!]",True
2190,3,6,Chase,emotion,alaycı,ciddi,0.02716013485443018,0.6569344804583711,0.629774345603941,Bu da kanı krep hamurundan daha koyu olan bir diyabetik olduğu anlamına gelir.,[SPEAKER=Chase] [SYMPTOM=none] [TEST=none] [DRUG=none] [PROCEDURE=none] [ORGAN=pancreas] [PREV=Komada olan 46 yaşında bir adam; 270 kilonun üzerinde olması dışında bir sorunu yok gibi görünüyor.] [TEXT=Bu da kanı krep hamurundan daha koyu olan bir diyabetik olduğu anlamına gelir.],True
1854,2,23,Foreman,emotion,umut,diğer,0.02726189065370112,0.7163118954346318,0.6890500047809307,Sadece en yüksek küf seviyelerinde görülür. Koloni uyarıcı faktörlerle birlikte Amfoterisin B IV damlasına başlayın. Akşama kadar iyi olacaktır.,"[SPEAKER=Foreman] [SYMPTOM=Zygomycosis] [TEST=IV Damla] [DRUG=Koloni Uyarıcı Faktörler] [ORGAN=akciğer] [PREV=Leona 13 yaşındakinden daha koyu. Melanininde demir birikintileri var,"" tıpkı büyükbabasında olduğu gibi. Demir miktarını hesaplamak için SQUID incelemesi yapın ve onu Deferoksamin ile tedavi edin || Lüppe lüppe akciğerleri İsviçre peyniri gibi olmuş.] [TEXT=Sadece en yüksek küf seviyelerinde görülür. Koloni uyarıcı faktörlerle birlikte Amfoterisin B IV damlasına başlayın. Akşama kadar iyi olacaktır.]",True
2258,3,7,Gabe,emotion,diğer,ciddi,0.027348266361260462,0.5770729809170465,0.5497247145557861,Tanrım. Açlıktan ölüyorum. Bir bifteğe hayır demezdim.,"[SPEAKER=Gabe] [SYMPTOM=none] [TEST=none] [DRUG=none] [PROCEDURE=none] [ORGAN=systemic] [PREV=Bir adamı bitkisel hayattan uyandırmak. Ona bir iğne yapın. || Güney Afrika'dan gelen raporlara göre bir hap,"" bitkisel hayattaki birini canlandırabiliyormuş.] [TEXT=Tanrım. Açlıktan ölüyorum. Bir bifteğe hayır demezdim.]",True
31,1,1,Foreman,emotion,diğer,kaygı,0.02754977586141559,0.4541605819485251,0.4266108060871095,Kalbini yeniden çalıştırmak için elektrik şoku vermek zorunda kaldık.,[SPEAKER=Foreman] [PROCEDURE=defibrilasyon] [ORGAN=kalp] [PREV=Yani tümör değil mi? Beynimde tümör yok mu? || Artık göremiyorum.] [TEXT=Kalbini yeniden çalıştırmak için elektrik şoku vermek zorunda kaldık.],True
2905,4,4,Taub,emotion,öfke,umut,0.027769273665569933,0.621877904661713,0.5941086309961431,"Eğer görsel semptomların vasküler değil"","" elektriksel bir sorun olduğunu bilmiyorsa","[SPEAKER=Taub] [SYMPTOM=görsel semptom, vasküler] [ORGAN=göz, "" damar] [PREV=Ama bir miktar fokal zayıflık,"" idrar retansiyonu gösterdi. || Tabi retinal vaskülit değilse.] [TEXT=Eğer görsel semptomların vasküler değil"","" elektriksel bir sorun olduğunu bilmiyorsa]",True
843,1,17,House,emotion,diğer,umut,0.02814281900552701,0.39985776372141957,0.37171494471589256,"Senatöre hemen IV immünoglobulin başlayın. Eğer iyileşirse ben haklıyım,"" ölürse siz haklısınız.","[SPEAKER=House] [DRUG=IV İmmünoglobulin] [PROCEDURE=IV Tedavisi] [ORGAN=yok] [PREV=Bunlar gece 02:45'teki beyin dalgalarınızdı. Yavaş dalga uykusundan ani bir sıçrama var. Bu kısmi uyku uyanıklığını gösterir. En yaygın türü somnambulizm yani uyurgezerliktir. Size düşük dozda bir antidepresan reçete edeceğim. || Senatör Gary H. Wright'ın çocukluk çağı epilepsisi vardı. Fenitoin kullandı. Bu ilaç, Epstein-Barr virüsü ile birlikte yaygın değişken bağışıklık yetmezliği hastalığı (CVID) ile ilişkilidir. T-hücreleri düşük, B-hücreleri düşük,"" yeterli antikor oluşturmanızı engelliyor.] [TEXT=Senatöre hemen IV immünoglobulin başlayın. Eğer iyileşirse ben haklıyım,"" ölürse siz haklısınız.]",True
1085,2,1,Cameron,emotion,üzgün,ciddi,0.028511511964622517,0.6430320250166777,0.6145205130520551,Bilgisayarlı Tomografi sonucu kesin değil ama şüpheli.,"[SPEAKER=Cameron] [SYMPTOM=Akciğer kitle] [TEST=Bilgisayarlı Tomografi] [PROCEDURE=Görüntüleme] [ORGAN=akciğer] [PREV=Hasta susuz kalmış,"" serum veriyoruz. || Etil alkol vererek metanol etkisini engelliyoruz.] [TEXT=Bilgisayarlı Tomografi sonucu kesin değil ama şüpheli.]",True
5203,6,10,Hasta,emotion,öfke,diğer,0.02860863202318501,0.42141953755924466,0.39281090553605963,...semptomları beyin tutulumunu gösteriyor.,[SPEAKER=Hasta] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=beyin] [PREV=...ama hastamızın akciğerlerinde kanama var. || Hasta taburcu oldu ve daha kötü geri geldi.] [TEXT=...semptomları beyin tutulumunu gösteriyor.],True
5108,6,9,Dr. Wilson,emotion,nötr,diğer,0.028653162733718283,0.6505690512311676,0.6219158884974493,Chase'e ameliyat danışmalığı için Tucker'ın odasına gitmesi için çağrı at.,"[SPEAKER=Dr. Wilson] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=Ameliyat] [ORGAN=-] [PREV=Hızla ilerme yüzünden,"" test yapmak ya da IV'leri denemek için zamanımız yok.] [TEXT=Chase'e ameliyat danışmalığı için Tucker'ın odasına gitmesi için çağrı at.]",True
5033,6,8,Dr. Foreman,emotion,öfke,kaygı,0.02922038929629989,0.5722046468826861,0.5429842575863862,Hastanede ağrı kesicileri verdikleri zaman...,[SPEAKER=Dr. Foreman] [SYMPTOM=Ağrı] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=...ve yüksek dozda alınınca aptal etkisi yapar. || ...ama hastanın albümin kolloid alerjisi var.] [TEXT=Hastanede ağrı kesicileri verdikleri zaman...],True
710,1,14,Carly,emotion,öfke,nötr,0.02944658527171078,0.22157351822321403,0.19212693295150324,"Ölmek istemediğini söylemesi,"" tedaviye katılım açısından kritik bir dönüm noktasıdır.","[SPEAKER=Carly] [SYMPTOM=ölüm korkusu] [PROCEDURE=kalp nakli] [ORGAN=psikiyatri, kalp] [PREV=Bulimi ve ilaç kötüye kullanımı resmi olarak yazılırsa hasta nakil dışı kalabilir. || Yaşamak istiyorsa bunu açıkça söylemeli; çünkü şu anda karar verdiğimiz şey sadece kalp değil,"" yaşam şansı.""] [TEXT=Ölmek istemediğini söylemesi,"" tedaviye katılım açısından kritik bir dönüm noktasıdır.]",True
6777,7,20,Foreman,emotion,öfke,nötr,0.029470956175550594,0.5038384440599859,0.4743674878844353,Tabii kanserdi. Biyopsi yaptık. Hatalı sonuç çıkmış olabilir.,[SPEAKER=Foreman] [PROCEDURE=biyopsi] [PREV=Büyüme faktörü gizli otoimmün hastalığa iyi gelmiştir. || Belki kanser değildi.] [TEXT=Tabii kanserdi. Biyopsi yaptık. Hatalı sonuç çıkmış olabilir.],True
5127,6,9,Dr. Wilson,emotion,öfke,diğer,0.02951158368268148,0.6971930740124801,0.6676814903297986,Tucker'a karaciğerimden bir parça bağışlamak istiyorum.,[SPEAKER=Dr. Wilson] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=karaciğer] [PREV=Sebebi her neyse sinirlerinden başka şeyleri etkiliyor. || Aynı zamanda doktorum olduğun için ölmek zorunda mıyım?] [TEXT=Tucker'a karaciğerimden bir parça bağışlamak istiyorum.],True
5036,6,8,Dr. Chase,emotion,öfke,kaygı,0.02985113852797713,0.66500597221857,0.6351548336905929,...ama her zaman para kazanma imkanımız var.,[SPEAKER=Dr. Chase] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=Adam çok zeki ve gizli ilaç tercihi içki mi? || ...öksürük ilacını iyileşmek için içmiyordu.] [TEXT=...ama her zaman para kazanma imkanımız var.],True
5049,6,8,Dr. Foreman,emotion,diğer,umut,0.030008487590777448,0.350145750405537,0.32013726281475957,"Sağ olun doktor bey, harikaydınız.","[SPEAKER=Dr. Foreman] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=House da kolay olan vakaları almaz. || Öksürük ilacını kötü amaçlı içip...] [TEXT=Sağ olun doktor bey, harikaydınız.]",True
1855,2,23,Cuddy,emotion,diğer,umut,0.030019004217173934,0.38072482774823296,0.35070582353105906,Donörleri inceliyorum. Menotropin enjeksiyonlarını yapamıyorum.,[SPEAKER=Cuddy] [TEST=PCR Testi] [DRUG=Menotropinler] [PROCEDURE=Tüp Bebek] [ORGAN=rahim] [PREV=Lüppe lüppe akciğerleri İsviçre peyniri gibi olmuş. || Sadece en yüksek küf seviyelerinde görülür. Koloni uyarıcı faktörlerle birlikte Amfoterisin B IV damlasına başlayın. Akşama kadar iyi olacaktır.] [TEXT=Donörleri inceliyorum. Menotropin enjeksiyonlarını yapamıyorum.],True
572,1,12,Chase,emotion,öfke,nötr,0.03003524526037738,0.5185987106941372,0.48856346543375984,"Olağan şüphelilerden hiçbiri! Yaş doğru değil, bu olaydan önce sağlık durumunun mükemmel olduğu görülüyor,"" MR ve PET tümör taraması negatif.","[SPEAKER=Chase] [TEST=tarama, mr] [PREV=MR ve PET taramasının ikisi de negatif. || Ben sadece Jimmy kısmını. Kemik,"" tekrar atış yapmasını sağlayacak türden bir ameliyatı destekleyemeyecek kadar ince. Ancak osteopeniye neyin sebep olduğunu bulursak kemik hasarını tersine çevirebilir ve ameliyatı gerçekleştirebiliriz.] [TEXT=Olağan şüphelilerden hiçbiri! Yaş doğru değil, bu olaydan önce sağlık durumunun mükemmel olduğu görülüyor,"" MR ve PET tümör taraması negatif.]",True
1055,2,1,House,emotion,öfke,ciddi,0.03008521226263938,0.41510412063693825,0.38501890837429886,"Ona bunu söylememeliydin. Akciğerinde metastaz yapmış skuamöz hücreli kanser var,"" en fazla altı ay ömrü kaldı.","[SPEAKER=House] [SYMPTOM=Skuamöz hücreli kanser] [TEST=Röntgen] [DRUG=-] [PROCEDURE=-] [ORGAN=akciğer] [PREV=Bildiğim kadarıyla hayır. Annem ben çocukken kanserden öldü,"" babamın kalbi de birkaç yıl önce durdu. || Tırnaklarda ve dudaklarda mavimsi bir ton] [TEXT=Ona bunu söylememeliydin. Akciğerinde metastaz yapmış skuamöz hücreli kanser var,"" en fazla altı ay ömrü kaldı.]",True
1846,2,23,House,emotion,üzgün,nötr,0.030130230465539722,0.28628943623677766,0.25615920577123796,Kalbi iyi görünüyor. Toksikoloji temiz.,[SPEAKER=House] [TEST=Kardiyak Çalışma] [ORGAN=kalp] [PREV=Leona! Herkesi yutan bir su akıntısı gördü. Bayıldı!] [TEXT=Kalbi iyi görünüyor. Toksikoloji temiz.],True
4505,5,20,House,emotion,üzgün,nötr,0.030705799488078788,0.4247918840234217,0.39408608453534294,Charlotte'un tedavisi işe yaramıyor. Çok geç teşhis koyduk.,[SPEAKER=House] [SYMPTOM=Charlotte tedavisi başarısız] [PREV=Sarkoidoz dalağa ve karaciğere saldırdı. || Skleroderma dokularda ödem yapmış olabilir. Deride ya da sindirim sisteminde sorun olması gerekirdi.] [TEXT=Charlotte'un tedavisi işe yaramıyor. Çok geç teşhis koyduk.],True
4999,6,8,Dr. Cameron,emotion,öfke,umut,0.03074275298297476,0.4718154007461448,0.44107264776317007,Sadece gizli bir uyuşturucu bağımlısı ya da alkolik olmadığımdan emin olmak istiyor.,"[SPEAKER=Dr. Cameron] [SYMPTOM=-] [TEST=-] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=""Entübe edin ve hiperventile edin."" || ""Ölmeyeceksin! İyi şanslar.""] [TEXT=Sadece gizli bir uyuşturucu bağımlısı ya da alkolik olmadığımdan emin olmak istiyor.]",True
4435,5,19,House,emotion,öfke,kaygı,0.03159571177051136,0.24679562307009661,0.21519991129958527,Şelasyon tedavisi işe yaramadı. Kadmiyum değilse ne? Geri dönüp düşünün.,[SPEAKER=House] [PROCEDURE=Procedure] [PREV=Metal talaşı buldum. Kadmiyum olabilir. Ağır metal zehirlenmesi her şeyi açıklar. || Kadmiyum zehirlenmesi için şelasyon tedavisi başlayalım.] [TEXT=Şelasyon tedavisi işe yaramadı. Kadmiyum değilse ne? Geri dönüp düşünün.],True
3102,4,8,Thirteen,emotion,diğer,ciddi,0.03248346820617707,0.2656011365043847,0.23311766829820765,"Eğer ameliyattan sonra DIC geliştiyse,"" basit bir biyopsi kanaması bile kontrolden çıkabilir.","[SPEAKER=Thirteen] [SYMPTOM=Kanama, DIC] [TEST=Biyopsi] [DRUG=-] [PROCEDURE=Ameliyat] [ORGAN=-] [PREV=Antibiyotikler işe yaramıyor,"" belli ki tularemi ya da başka bir enfeksiyon değil. || Kalbin etrafındaki kanama Cole'un biyopsi esnasında yaptığı bir hata sonucu oluşmuş olabilir.] [TEXT=Eğer ameliyattan sonra DIC geliştiyse,"" basit bir biyopsi kanaması bile kontrolden çıkabilir.]",True
3137,4,9,Amber,emotion,diğer,umut,0.03255478116541491,0.4340165017361787,0.4014617205707638,"Hasta ciddi miktarda duman soludu,"" bronkoskopi yaparsan bu laringospazmı tetikler.","[SPEAKER=Amber] [SYMPTOM=Duman soluma, Laringospazm] [TEST=-] [DRUG=-] [PROCEDURE=Bronkoskopi] [ORGAN=hava yolları] [PREV=Adama üç ay önce adenokarsinom tanısı koydum ve altı ayı kaldığını söyledim. || Biyopsi yalancı pozitifmiş,"" talk inhalasyonuna bağlı gelişmiş zararsız lezyonlar.] [TEXT=Hasta ciddi miktarda duman soludu,"" bronkoskopi yaparsan bu laringospazmı tetikler.]",True
6524,7,15,Taub,emotion,diğer,nötr,0.03261106564712503,0.4578362557381323,0.4252251900910073,Ne zamandır depresyondasın?,[SPEAKER=Taub] [SYMPTOM=depresyon] [ORGAN=beyin] [PREV=Hastaya kamera kapsülü verin; bağırsakta anjiyodisplazi var mı bakın. || Kayıtların son bir yılda kilo verdiğini gösteriyor.] [TEXT=Ne zamandır depresyondasın?],True
6053,7,5,Foreman,emotion,umut,kaygı,0.032762213397388634,0.6476289978857379,0.6148667844883493,Tansiyon yükseliyor. Sistolik 70.,[SPEAKER=Foreman] [SYMPTOM=tansiyon yükselmesi] [TEST=tansiyon] [PREV=Tansiyon sistolik 50'ye düştü. Kanülasyonu durdurmalısın. || Ona bir bolus fenilefrin verin.] [TEXT=Tansiyon yükseliyor. Sistolik 70.],True
5186,6,10,Dr. Wilson,emotion,öfke,diğer,0.03277271820401355,0.866953202295298,0.8341804840912845,...en olası ihtimaller için test yapmaya başlamalıyız.,[SPEAKER=Dr. Wilson] [SYMPTOM=-] [TEST=Test] [DRUG=-] [PROCEDURE=-] [ORGAN=-] [PREV=Alıcılar işitme sinirinin elektrik aktivitesini ölçecek. || Dün akşamki V/Q taramasında pulmoner anevrizma görüldü.] [TEXT=...en olası ihtimaller için test yapmaya başlamalıyız.],True
